name,total amount (4/1),rc_qty,rc_price,shopify_qty,shopify_price,__key__,shopify value,rc value,notes,touched_rc,touched_shopify,rare_find_id,pending_rc_update,inventory_item_id,variant_id,pending_shopify_update,shopify_inventory_id,__orig_idx__,slug
Journey Together Elite Trainer Box,108.0,7.0,76.95,6.0,72.49,journey together elite trainer box,3618.53,2038.8,,True,True,13933.0,False,47022.0,46437688148188.0,False,48536076648668.0,330,journey-together-elite-trainer-box-b0166990
Journey Together Enhanced Booster Box,120.0,40.0,229.99,5.0,204.75,journey together enhanced booster box,0.0,10799.6,,True,True,13932.0,False,47024.0,46437691916508.0,False,48536080416988.0,331,journey-together-enhanced-booster-box-663fdb7c
Journey Together Hop's Zacian ex Box,7.0,3.0,29.95,2.0,27.49,journey together hop's zacian ex box,,131.96,,True,True,14063.0,False,47515.0,46489280741596.0,False,48587575787740.0,332,journey-together-hops-zacian-ex-box-621b4d1e
Journey Together Pokemon Center Elite Trainer Box,,0.0,119.95,0.0,121.49,journey together pokemon center elite trainer box,,,,True,True,15401.0,False,51182.0,46526834868444.0,False,48625074667740.0,333,journey-together-pokemon-center-elite-trainer-box-561cd6f9
Journey Together Sleeved Booster Pack,0.0,4.0,7.99,4.0,7.25,journey together sleeved booster pack,0.0,,,True,True,14467.0,False,47023.0,46437692440796.0,False,48536080941276.0,334,journey-together-sleeved-booster-pack-b98fe221
Jungle Unlimited Booster Pack [Wigglytuff],,0.0,249.99,1.0,249.99,jungle unlimited booster pack [wigglytuff],,,,True,True,16638.0,False,51181.0,46526835261660.0,False,48625075060956.0,335,jungle-unlimited-booster-pack-wigglytuff-9ef63bb8
Kamigawa: Neon Dynasty Set Booster Box,,0.0,134.99,1.0,131.0,kamigawa: neon dynasty set booster box,129.99,,,True,True,16639.0,False,42467.0,46411624153308.0,False,48509967827164.0,336,kamigawa-neon-dynasty-set-booster-box-817b94b5
Kanto Friends Mini Tin [1x Assorted Art],19.0,4.0,18.99,4.0,16.99,kanto friends mini tin [1x assorted art],0.0,,,True,True,14094.0,False,39831.0,46189032800476.0,False,48287320080604.0,337,kanto-friends-mini-tin-1x-assorted-art-26a0ca13
Kanto Power Collection [Dragonite EX & Pidgeot EX],4.0,0.0,349.95,0.0,499.75,kanto power collection [dragonite ex & pidgeot ex],699.98,,,True,True,14259.0,False,39853.0,46427065319644.0,False,48525409550556.0,338,kanto-power-collection-dragonite-ex-pidgeot-ex-817a1b3a
Kanto Power Collection [Mewtwo EX & Slowbro EX],8.0,0.0,349.95,1.0,372.49,kanto power collection [mewtwo ex & slowbro ex],1399.96,,,True,True,14258.0,False,39848.0,46427066040540.0,False,48525410271452.0,339,kanto-power-collection-mewtwo-ex-slowbro-ex-ded4498f
Kanto Power Tin [1x Assorted Art],21.0,4.0,49.95,4.0,44.99,kanto power tin [1x assorted art],449.9,,,True,True,14260.0,False,48301.0,46427099463900.0,False,48525443694812.0,340,kanto-power-tin-1x-assorted-art-ad82717b
Kingdra ex Special Illustration Collection,3.0,1.0,64.99,0.0,63.75,kingdra ex special illustration collection,,,,True,True,14104.0,False,47544.0,46489280807132.0,False,48587575853276.0,341,kingdra-ex-special-illustration-collection-b1a476da
Kleavor VSTAR Premium Collection,0.0,0.0,49.99,1.0,48.75,kleavor vstar premium collection,0.0,,,True,True,16640.0,False,40312.0,46189023363292.0,False,48287309889756.0,342,kleavor-vstar-premium-collection-23646349
Leafeon VSTAR Special Collection,1.0,0.0,104.99,0.0,111.75,leafeon vstar special collection,0.0,84.99,,True,True,13905.0,False,42336.0,46431420973276.0,False,48529794498780.0,343,pokemon-swsh-leafeon-vstar-special-collection-6a5de68f
League Battle Deck [Zacian V],2.0,1.0,55.79,1.0,55.75,league battle deck [zacian v],43.99,,,True,True,14274.0,False,44246.0,46431420645596.0,False,48529794171100.0,344,league-battle-deck-zacian-v-1f6bf0bf
League Battle Decks [Pikachu & Zekrom GX],1.0,0.0,64.99,1.0,137.25,league battle decks [pikachu & zekrom gx],,69.99,,True,True,12209.0,False,38822.0,46489280872668.0,False,48587575918812.0,345,league-battle-decks-pikachu-zekrom-gx-cde0569b
League Battle Decks [Reshiram & Charizard GX],,0.0,129.99,1.0,115.75,league battle decks [reshiram & charizard gx],,,,True,True,16475.0,False,55048.0,46649988612316.0,False,48746999054556.0,346,league-battle-decks-reshiram-charizard-gx-a175530a
Legendary Battle Decks [Lugia],,0.0,34.99,1.0,45.0,legendary battle decks [lugia],,,,True,True,16487.0,False,55035.0,46650012926172.0,False,48747023368412.0,347,legendary-battle-decks-lugia-6e460a83
Legendary Warriors Premium Collection,,0.0,99.99,0.0,110.75,legendary warriors premium collection,,,,True,True,16062.0,False,54336.0,46622157177052.0,False,48719256387804.0,348,legendary-warriors-premium-collection-f7f631ef
Legends of Alola Tin [Solgaleo GX],1.0,0.0,159.99,1.0,156.75,legends of alola tin [solgaleo gx],94.99,,,True,True,16641.0,False,44577.0,46431421464796.0,False,48529794990300.0,349,legends-of-alola-tin-solgaleo-gx-61aa175b
Legends of Johto Pin Collection,,1.0,249.99,1.0,230.25,legends of johto pin collection,,,,True,True,16423.0,False,54999.0,46647285874908.0,False,48744303821020.0,350,legends-of-johto-pin-collection-a2d2d536
London World Championship Deck [Cheryl Again],1.0,1.0,14.95,0.0,15.49,london world championship deck [cheryl again],,14.99,,True,True,14059.0,False,47508.0,46489280938204.0,False,48587575984348.0,351,london-world-championship-deck-cheryl-again-6d13e5e2
London World Championship Deck [Ice Rider Palkia],1.0,1.0,16.95,0.0,18.49,london world championship deck [ice rider palkia],,14.99,,True,True,14057.0,False,47519.0,46489281003740.0,False,48587576049884.0,352,london-world-championship-deck-ice-rider-palkia-9754d1b2
London World Championship Deck [The Shape of Mew],1.0,1.0,22.99,1.0,22.49,london world championship deck [the shape of mew],,22.99,,True,True,14058.0,False,47505.0,46489281069276.0,False,48587576115420.0,353,london-world-championship-deck-the-shape-of-mew-ebac2e31
Lord of the Rings Elven Council Commander Deck,,0.0,44.95,0.0,42.75,lord of the rings elven council commander deck,,44.99,,True,True,12815.0,False,42445.0,46489281134812.0,False,48587576180956.0,354,lord-of-the-rings-elven-council-commander-deck-49c78343
Lord of the Rings Riders of Rohan Commander Deck,,0.0,44.95,0.0,41.0,lord of the rings riders of rohan commander deck,,44.99,,True,True,12814.0,False,42446.0,46489281200348.0,False,48587576246492.0,355,lord-of-the-rings-riders-of-rohan-commander-deck-2471870a
Lost Origin Booster Box,7.0,0.0,409.99,0.0,584.0,lost origin booster box,759.98,409.95,,True,True,12754.0,False,42347.0,46411662983388.0,False,48510006657244.0,356,lost-origin-booster-box-7d728888
Lost Origin Booster Bundle,,0.0,84.95,0.0,97.99,lost origin booster bundle,,,,True,True,15731.0,False,41054.0,46545176625372.0,False,48643403710684.0,357,lost-origin-booster-bundle-623ae666
Lost Origin Booster Pack,999.0,1.0,10.99,1.0,9.75,lost origin booster pack,629.3000000000001,351.13,,True,True,12085.0,False,38333.0,46064678306012.0,False,48161002815708.0,358,lost-origin-booster-pack-d4463482
Lost Origin Build & Battle Box,,0.0,49.99,1.0,48.0,lost origin build & battle box,,,,True,True,16493.0,False,55033.0,46650006929628.0,False,48747017371868.0,359,lost-origin-build-battle-box-26ee2497
Lost Origin Elite Trainer Box,31.0,0.0,99.95,0.0,98.0,lost origin elite trainer box,1263.5,1019.88,,True,True,12098.0,False,38353.0,46189041090780.0,False,48287329222876.0,360,lost-origin-elite-trainer-box-3707f442
Lost Origin Pokemon Center Elite Trainer Box,,1.0,219.99,1.0,211.49,lost origin pokemon center elite trainer box,,,,True,True,14586.0,False,40289.0,46586368557276.0,False,48683963154652.0,361,lost-origin-pokemon-center-elite-trainer-box-127c8460
Lost Origin Single Pack Blister [Croagunk],,0.0,11.99,,,lost origin single pack blister [croagunk],,,,True,,14161.0,False,48247.0,,False,,362,lost-origin-single-pack-blister-croagunk-3d787a26
Lost Origin Single Pack Blister [Scorbunny],,0.0,10.99,,,lost origin single pack blister [scorbunny],,,,True,,14160.0,False,48246.0,,False,,363,lost-origin-single-pack-blister-scorbunny-bdd88345
Lost Thunder 2-Pack Mini-Pack Blister [Dragonite],,0.0,23.99,,,lost thunder 2-pack mini-pack blister [dragonite],,,,True,,14319.0,False,48362.0,,False,,364,lost-thunder-2-pack-mini-pack-blister-dragonite-2001d84a
Lost Thunder 2-Pack Mini-Pack Blister [Machamp],,0.0,22.95,,,lost thunder 2-pack mini-pack blister [machamp],,,,True,,14318.0,False,48361.0,,False,,365,lost-thunder-2-pack-mini-pack-blister-machamp-5e062232
Lost Thunder Booster Pack,,2.0,29.99,2.0,30.75,lost thunder booster pack,,,,True,True,15943.0,False,53985.0,46611497877724.0,False,48708823744732.0,366,lost-thunder-booster-pack-da81edcb
Lost Thunder Build & Battle Box,2.0,2.0,104.99,1.0,92.25,lost thunder build & battle box,99.99,,,True,True,14226.0,False,44256.0,46431420711132.0,False,48529794236636.0,367,lost-thunder-build-battle-box-07b516e3
Love Ball Tin,6.0,0.0,99.95,0.0,83.25,love ball tin,284.97,,,True,True,14235.0,False,42609.0,46411653218524.0,False,48509996892380.0,368,love-ball-tin-3c6638fd
Lucario VSTAR Premium Collection,0.0,0.0,64.99,1.0,64.75,lucario vstar premium collection,0.0,,,True,True,16642.0,False,40301.0,46189023199452.0,False,48287309725916.0,369,lucario-vstar-premium-collection-ff0d6588
Mabosstiff ex Box,14.0,4.0,27.99,4.0,26.49,mabosstiff ex box,,160.92999999999998,,True,True,14064.0,False,47514.0,46489281298652.0,False,48587576344796.0,370,mabosstiff-ex-box-2ed3c7d0
Marnie Premium Tournament Collection Box,2.0,2.0,94.99,3.0,89.25,marnie premium tournament collection box,,169.98,,True,True,12488.0,False,40291.0,46489281364188.0,False,48587576410332.0,371,marnie-premium-tournament-collection-box-452f9fa2
Masks of Ogerpon Premium Collection,,7.0,69.99,7.0,69.99,masks of ogerpon premium collection,,,,True,True,16643.0,False,56012.0,46636234703068.0,False,48733295870172.0,372,masks-of-ogerpon-premium-collection-77d77abc
Masters of Evil Commander Deck,,0.0,64.99,1.0,64.49,masters of evil commander deck,54.0,,,True,True,16644.0,False,42441.0,46426467959004.0,False,48524811403484.0,373,masters-of-evil-commander-deck-f69dbbb2
McDonald's 25th Anniversary Booster Pack,25.0,7.0,5.75,6.0,5.75,mcdonald's 25th anniversary booster pack,,,in envelopes,True,True,15742.0,False,53001.0,46545165844700.0,False,48643392930012.0,374,mcdonalds-25th-anniversary-booster-pack-2b43b0ef
Meowth VMAX Special Collection,,1.0,229.95,1.0,218.49,meowth vmax special collection,,,,True,True,16419.0,False,55004.0,46647286005980.0,False,48744303952092.0,375,meowth-vmax-special-collection-49ac63f9
Mewtwo V-UNION Special Collection,,2.0,139.99,2.0,136.25,mewtwo v-union special collection,,,,True,True,16645.0,False,38836.0,46545161060572.0,False,48643388145884.0,376,mewtwo-vunion-special-collection-eb25e127
Mighty Mysterious Tin [Snorlax],,0.0,44.99,1.0,49.99,mighty mysterious tin [snorlax],,,,True,True,16490.0,False,55030.0,46650023510236.0,False,48747033952476.0,377,mighty-mysterious-tin-snorlax-3291e05e
Modern Horizons 3 Play Booster Pack,,8.0,8.49,8.0,8.0,modern horizons 3 play booster pack,84.9,,,True,True,15402.0,False,42473.0,46411648893148.0,False,48509992567004.0,378,modern-horizons-3-play-booster-pack-6bf5c6e4
Morpeko V Union Special Collection,,0.0,44.99,,,morpeko v union special collection,,,,True,False,14105.0,False,45267.0,,False,,379,morpeko-v-union-special-collection-57b714f6
Mutant Menace Commander Deck,,0.0,69.99,1.0,68.0,mutant menace commander deck,119.98,,,True,True,16646.0,False,42435.0,46426466287836.0,False,48524810518748.0,380,mutant-menace-commander-deck-6e5ad670
My First Battle [Charmander & Squirtle],5.0,3.0,19.95,2.0,19.49,my first battle [charmander & squirtle],36.0,,,True,True,14272.0,False,48308.0,46413548060892.0,False,48511897010396.0,381,my-first-battle-charmander-squirtle-6cf49cde
My First Battle [Pikachu & Bulbasaur],5.0,3.0,22.95,2.0,19.49,my first battle [pikachu & bulbasaur],29.98,,,True,True,14273.0,False,48309.0,46413549863132.0,False,48511898812636.0,382,my-first-battle-pikachu-bulbasaur-637a3528
Mysterious Powers Tin [Ho-Oh],,0.0,89.99,1.0,83.25,mysterious powers tin [ho-oh],,,,True,True,16492.0,False,55032.0,46649995329756.0,False,48747005771996.0,383,mysterious-powers-tin-hooh-2ca70068
Mythical Squishy Premium Collection,4.0,1.0,174.95,1.0,161.75,mythical squishy premium collection,311.5,0.0,,True,True,14227.0,False,38816.0,46281855205596.0,False,48380222603484.0,384,mythical-squishy-premium-collection-5fbe7360
Necron Dynasties Commander Deck,,0.0,209.99,1.0,220.49,necron dynasties commander deck,184.75,,,True,True,15403.0,False,42431.0,46411702960348.0,False,48510046634204.0,385,necron-dynasties-commander-deck-65923d1a
Neo Genesis Unlimited Booster Pack [Meganium],,0.0,399.99,1.0,471.49,neo genesis unlimited booster pack [meganium],,,,True,True,15936.0,False,53991.0,46611498074332.0,False,48708823941340.0,386,neo-genesis-unlimited-booster-pack-maganium-2713e383
Next Destinies Booster Pack,,0.0,76.99,,,next destinies booster pack,,,,True,,13324.0,False,44583.0,,False,,387,pokemon-bw-next-destinies-booster-pack-1x-random-artwork-4724cf37
Obsidian Flames Booster Box,2.0,0.0,219.99,0.0,241.0,obsidian flames booster box,204.99,,,True,True,14228.0,False,40290.0,46189050724572.0,False,48287339217116.0,388,obsidian-flames-booster-box-99396ec7
Obsidian Flames Booster Pack,54.0,21.0,6.75,21.0,6.75,obsidian flames booster pack,162.5,119.8,,True,True,12218.0,False,38810.0,46064696361180.0,False,48161022050524.0,389,obsidian-flames-booster-pack-64965392
Obsidian Flames Build & Battle Box,10.0,131.0,29.95,132.0,31.25,obsidian flames build & battle box,,,,True,True,14114.0,False,48206.0,46489281495260.0,False,48587576541404.0,390,obsidian-flames-build-battle-box-c4a361d7
Obsidian Flames Build & Battle Stadium,,0.0,99.99,1.0,98.0,obsidian flames build & battle stadium,,,,True,True,15404.0,False,51902.0,46526938382556.0,False,48625178280156.0,391,obsidian-flames-build-battle-stadium-914a7967
Obsidian Flames Elite Trainer Box,,1.0,104.95,2.0,102.99,obsidian flames elite trainer box,,,,True,True,12114.0,False,38372.0,46489281659100.0,False,48587576705244.0,392,obsidian-flames-elite-trainer-box-e7c02755
Obsidian Flames Pokémon Center Elite Trainer Box,2.0,2.0,339.99,2.0,323.49,obsidian flames pokémon center elite trainer box,0.0,759.98,,True,True,12477.0,False,40288.0,46410916659420.0,False,48509260202204.0,393,obsidian-flames-pokémon-center-elite-trainer-box-563f4500
Obsidian Flames Sleeved Booster Pack,,1.0,9.99,1.0,8.75,obsidian flames sleeved booster pack,,,,True,True,16085.0,False,53272.0,46545156374748.0,False,48643383460060.0,394,obsidian-flames-sleeved-booster-pack-23d86d27
One Piece 3D2Y Starter Deck Display,,0.0,119.99,1.0,117.49,one piece 3d2y starter deck display,,,,True,True,14497.0,False,48751.0,46489281724636.0,False,48587576770780.0,395,one-piece-3d2y-starter-deck-display-10b6c5cf
One Piece Card Game Illustration Box Vol. 1,,1.0,39.99,1.0,36.25,one piece card game illustration box vol. 1,,,,True,True,16647.0,False,56013.0,46545152180444.0,False,48643379265756.0,396,one-piece-card-game-illustration-box-vol-1-706f8441
One Piece Starter Deck 11 - Uta,,0.0,19.99,1.0,18.49,one piece starter deck 11 - uta,,,,True,True,14496.0,False,48750.0,46586367836380.0,False,48683962171612.0,397,one-piece-starter-deck-11---uta-6ef71437
One Piece Starter Deck 12: Zoro and Sanji,,0.0,26.99,,,one piece starter deck 12: zoro and sanji,,,,True,,14495.0,False,48749.0,,False,,398,one-piece-starter-deck-12-zoro-and-sanji-d3e23cdb
One Piece Starter Deck 4: Animal Kingdom Pirates,,0.0,24.99,1.0,23.49,one piece starter deck 4: animal kingdom pirates,,,,True,True,16068.0,False,53980.0,46611498139868.0,False,48708824006876.0,399,one-piece-starter-deck-4-animal-kingdom-pirates-144c7b73
One Piece: Illustration Box Vol. 2,,2.0,34.99,2.0,33.25,one piece: illustration box vol. 2,,,,True,True,16648.0,False,56014.0,46627272130780.0,False,48724331659484.0,400,one-piece-illustration-box-vol-2-880500e8
One Piece: Ultra Deck - The Three Captains [ST 10],,0.0,79.99,1.0,78.49,one piece: ultra deck - the three captains [st 10],,,,True,True,16649.0,False,56015.0,46627303260380.0,False,48724362789084.0,401,one-piece-ultra-deck-the-three-captains-st-10-a936f1f7
OP06 Wings of the Captain Booster Pack,,1.0,6.99,1.0,6.25,op06 wings of the captain booster pack,,,,True,True,16073.0,False,53975.0,46611498303708.0,False,48708824170716.0,402,op06-wings-of-the-captain-booster-pack-d64cfd08
OP08 Two Legends Booster Pack,,1.0,5.95,2.0,5.49,op08 two legends booster pack,,,,True,True,15931.0,False,53996.0,46611498500316.0,False,48708824367324.0,403,op08-two-legends-booster-pack-f49959cc
Orbeetle V Box,1.0,0.0,69.99,1.0,68.25,orbeetle v box,64.99,,,True,True,16650.0,False,38832.0,46410933895388.0,False,48509277438172.0,404,orbeetle-v-box-28fd6137
Paldea Adventure Chest,4.0,0.0,44.95,0.0,45.49,paldea adventure chest,,,tear down,True,True,15405.0,False,42292.0,46526938841308.0,False,48625178738908.0,405,paldea-adventure-chest-9a6a6c2b
Paldea Collection [Quaxly / Koraidon ex],2.0,0.0,48.99,0.0,67.49,paldea collection [quaxly / koraidon ex],0.0,0.0,I believe we,True,True,13171.0,False,43685.0,46413622575324.0,False,48511971557596.0,406,paldea-collection-quaxly-koraidon-ex-0add7a20
Paldea Collection [Sprigatito/ Koraidon ex],1.0,0.0,54.99,0.0,58.75,paldea collection [sprigatito/ koraidon ex],55.99,47.99,,True,True,13170.0,False,43683.0,46413627195612.0,False,48511976177884.0,407,paldea-collection-sprigatito-koraidon-ex-9058829d
Paldea Collection [Sprigatito/Miraidon],1.0,0.0,55.99,0.0,58.75,paldea collection [sprigatito/miraidon],,59.99,,True,True,14070.0,False,47504.0,46489598099676.0,False,48587892981980.0,408,paldea-collection-sprigatitomiraidon-c79973dc
Paldea Evolved 3 Pack Blister [Tinkatink],,0.0,24.99,1.0,31.25,paldea evolved 3 pack blister [tinkatink],,,,True,True,16491.0,False,55031.0,46650030522588.0,False,48747040964828.0,409,paldea-evolved-3-pack-blister-tinkatink-79d99524
Paldea Evolved 3 Pack Blister [Varoom],,0.0,34.99,1.0,34.25,paldea evolved 3 pack blister [varoom],,,,True,True,16485.0,False,55037.0,46650030653660.0,False,48747041095900.0,410,paldea-evolved-3-pack-blister-varoom-376cd132
Paldea Evolved Booster Box,5.0,0.0,254.99,0.0,342.0,paldea evolved booster box,222.0,,,True,True,14229.0,False,37609.0,46067081904348.0,False,48163523231964.0,411,paldea-evolved-booster-box-0c1489f3
Paldea Evolved Booster Pack,38.0,1.0,7.99,2.0,7.75,paldea evolved booster pack,116.82,145.8,,True,True,13648.0,False,42378.0,46064687186140.0,False,48161012875484.0,412,paldea-evolved-booster-pack-793802c8
Paldea Evolved Elite Trainer Box,1.0,0.0,94.99,0.0,93.0,paldea evolved elite trainer box,84.0,,,True,True,15406.0,False,40308.0,46412957745372.0,False,48511306662108.0,413,paldea-evolved-elite-trainer-box-69d2eaf5
Paldea Evolved Pokémon Center Elite Trainer Box,0.0,0.0,289.99,1.0,393.75,paldea evolved pokémon center elite trainer box,0.0,,,True,True,14587.0,False,40328.0,46189061406940.0,False,48287350096092.0,414,paldea-evolved-pokémon-center-elite-trainer-box-1b146c24
Paldea Evolved Single Pack Blister [Growlithe],,10.0,10.99,11.0,11.49,paldea evolved single pack blister [growlithe],,,,True,True,14192.0,False,48271.0,46546258624732.0,False,48644474667228.0,415,paldea-evolved-single-pack-blister-growlithe-d26e6343
Paldea Evolved Single Pack Blister [Smoliv],,16.0,9.49,15.0,9.49,paldea evolved single pack blister [smoliv],,,,True,True,14193.0,False,48270.0,46546258002140.0,False,48644474044636.0,416,paldea-evolved-single-pack-blister-smoliv-65e47feb
Paldea Evolved Sleeved Booster Pack,,0.0,7.95,0.0,8.49,paldea evolved sleeved booster pack,,,,True,True,15732.0,False,41547.0,46545148018908.0,False,48643375104220.0,417,paldea-evolved-sleeved-booster-pack-d9565618
Paldea First Partner Accessory Bundle,,1.0,59.95,1.0,59.99,paldea first partner accessory bundle,,,,True,True,15772.0,False,53002.0,46545146118364.0,False,48643373203676.0,418,paldea-first-partner-accessory-bundle-8a712e73
Paldea Friends Mini Tin [Assorted Artwork],,0.0,19.95,0.0,19.49,paldea friends mini tin [assorted artwork],,,,True,True,15771.0,False,53003.0,46545143627996.0,False,48643370713308.0,419,paldea-friends-mini-tin-assorted-artwork-41e0b856
Paldean Fates Booster Bundle,21.0,0.0,62.95,0.0,63.75,paldean fates booster bundle,,,,True,True,14112.0,False,41554.0,46489598034140.0,False,48587892916444.0,420,paldean-fates-booster-bundle-b51338f3
Paldean Fates Booster Pack,,41.0,10.45,42.0,9.99,paldean fates booster pack,,,,True,True,13650.0,False,42377.0,46546147311836.0,False,48644363354332.0,421,pokemon-sv-paldean-fates-booster-pack-814bb923
Paldean Fates Elite Trainer Box,1.0,0.0,129.99,0.0,200.99,paldean fates elite trainer box,0.0,,,True,True,14095.0,False,38375.0,46189018644700.0,False,48287305171164.0,422,paldean-fates-elite-trainer-box-066c9f53
Paldean Fates International Tin [Charizard ex],,0.0,79.99,1.0,85.25,paldean fates international tin [charizard ex],,,,True,True,16466.0,False,44252.0,46650228703452.0,False,48747220074716.0,423,paldean-fates-international-tin-charizard-ex-b31855a7
Paldean Fates Mini Tin [1x Assorted Art],20.0,7.0,19.99,6.0,17.99,paldean fates mini tin [1x assorted art],215.88,199.5,,True,True,12620.0,False,41034.0,46431506202844.0,False,48529879793884.0,424,paldean-fates-mini-tin-1x-assorted-art-ead72d7b
Paldean Fates Mini Tin Display [Sealed],,0.0,299.99,1.0,298.99,paldean fates mini tin display [sealed],,,,True,True,16651.0,False,56016.0,46545138974940.0,False,48643365830876.0,425,paldean-fates-mini-tin-display-sealed-f0f87eb1
Paldean Fates Pokemon Center Elite Trainer Box,7.0,6.0,279.95,6.0,274.25,paldean fates pokemon center elite trainer box,0.0,779.97,,True,True,12479.0,False,40284.0,46189055049948.0,False,48287343771868.0,426,paldean-fates-pokemon-center-elite-trainer-box-3fc55c82
Paldean Fates Premium Collection [Meowscarada ex],,0.0,99.99,,,paldean fates premium collection [meowscarada ex],,,,True,,14491.0,False,44253.0,,False,,427,paldean-fates-premium-collection-meowscarada-ex-7b1d9943
Paldean Fates Premium Collection [Skeledirge ex],,0.0,92.99,,,paldean fates premium collection [skeledirge ex],,,,True,,14061.0,False,47518.0,,False,,428,paldean-fates-premium-collection-skeledirge-ex-ca42f599
Paldean Fates Premium Collection Box [Quaquaval ex],,0.0,89.99,,,paldean fates premium collection box [quaquaval ex],,,,True,,14068.0,False,47507.0,,False,,429,paldean-fates-premium-collection-box-quaquaval-ex-b6ad0d34
Paldean Fates Tin [Charizard ex],,0.0,89.99,1.0,88.25,paldean fates tin [charizard ex],,,,True,True,16465.0,False,42322.0,46650228605148.0,False,48747219976412.0,430,paldean-fates-tin-charizard-ex-388d2de4
Paldean Fates Tin [Great Tusk],1.0,0.0,59.95,0.0,65.49,paldean fates tin [great tusk],,59.99,,True,True,14060.0,False,47516.0,46489597739228.0,False,48587892621532.0,431,paldean-fates-tin-great-tusk-68d8d236
Paldean Fates Tin [Iron Treads ex],,0.0,54.99,,,paldean fates tin [iron treads ex],,,,True,,14073.0,False,47501.0,,False,,432,paldean-fates-tin-iron-treads-ex-ed56915f
Palkia VSTAR Premium Collection,,0.0,59.99,1.0,56.75,palkia vstar premium collection,,,,True,True,16417.0,False,54337.0,46647286071516.0,False,48744304017628.0,433,palkia-vstar-premium-collection-3c90106c
Paradox Destinies Tin [Raging Bolt ex],,0.0,29.99,,,paradox destinies tin [raging bolt ex],,,,True,,12906.0,False,42357.0,,False,,434,pokemon-sv-paradox-destinies-tin-raging-bolt-ex-ab27634a
Paradox Power Commander Deck,,0.0,39.99,1.0,30.49,paradox power commander deck,26.99,,,True,True,16652.0,False,42440.0,46426468024540.0,False,48524812255452.0,435,paradox-powers-commander-deck-6cf87a32
Paradox Rift Booster Box,1.0,0.0,206.95,0.0,210.75,paradox rift booster box,0.0,,,True,True,14096.0,False,40327.0,46189052330204.0,False,48287340855516.0,436,paradox-rift-booster-box-3f2f1bc0
Paradox Rift Booster Pack,41.0,29.0,5.95,34.0,5.75,paradox rift booster pack,0.0,185.69,,True,True,12217.0,False,38811.0,46064702128348.0,False,48161027817692.0,437,paradox-rift-booster-pack-97fcb1ca
Paradox Rift Build & Battle Box,,119.0,29.99,99.0,30.49,paradox rift build & battle box,,,,True,True,14940.0,False,50515.0,46511242051804.0,False,48609503477980.0,438,paradox-rift-build-battle-box-757e714e
Paradox Rift Elite Trainer Box [Iron Valiant],,0.0,74.95,0.0,76.49,paradox rift elite trainer box [iron valiant],,,,True,True,15407.0,False,51903.0,46189060325596.0,False,48287349047516.0,439,paradox-rift-elite-trainer-box-iron-valiant-a216f352
Paradox Rift Elite Trainer Box [Roaring Moon],,0.0,74.99,0.0,65.49,paradox rift elite trainer box [roaring moon],,,,True,True,12190.0,False,38847.0,46546165924060.0,False,48644381966556.0,440,pokemon-scarlet-violet-paradox-rift-elite-trainer-box-1x-random-artwork-c6fb85a9
Paradox Rift Pokemon Center Elite Trainer Box  [Roaring Moon],,0.0,139.99,,,paradox rift pokemon center elite trainer box  [roaring moon],,,,True,,14610.0,False,40329.0,,False,,441,paradox-rift-pokemon-center-elite-trainer-box-roaring-moon-6bf69d55
Paradox Rift Pokemon Center Elite Trainer Box [Iron Valiant],,1.0,139.99,0.0,132.25,paradox rift pokemon center elite trainer box [iron valiant],,,,True,True,14609.0,False,40315.0,46489597444316.0,False,48587892326620.0,442,paradox-rift-pokemon-center-elite-trainer-box-iron-valiant-f428dae0
Paradox Rift Sleeved Booster Pack,,1.0,6.99,2.0,6.75,paradox rift sleeved booster pack,,,,True,True,15769.0,False,53004.0,46545135304924.0,False,48643362160860.0,443,paradox-rift-sleeved-booster-pack-851df717
Paradox Wisdom Premium Collection,3.0,2.0,66.69,1.0,65.25,paradox wisdom premium collection,64.99,,,True,True,14230.0,False,44654.0,46431420907740.0,False,48529794433244.0,444,paradox-wisdom-premium-collection-129ffbfb
Phantom Forces & Furious Fists Collector’s Pin 3-Pack Blister [Primal Groudon],2.0,0.0,189.99,0.0,179.99,phantom forces & furious fists collector’s pin 3-pack blister [primal groudon],179.99,,,True,True,14233.0,False,45274.0,46426877559004.0,False,48525221789916.0,445,phantom-forces-furious-fists-collectors-pin-3-pack-blister-primal-groudon-e29c5947
Phantom Forces 3-Pack Blister [Shiftry],2.0,0.0,289.99,0.0,299.99,phantom forces 3-pack blister [shiftry],599.98,,,True,True,14261.0,False,44548.0,46426940670172.0,False,48525284901084.0,446,phantom-forces-3-pack-blister-shiftry-30104bdf
Pikachu & Eevee Poké Ball Collection,2.0,1.0,134.99,1.0,130.25,pikachu & eevee poké ball collection,0.0,199.98,,True,True,13909.0,False,40286.0,46427105329372.0,False,48525449560284.0,447,pikachu-eevee-poké-ball-collection-65c28215
Pikachu & Zekrom GX Premium Collection,,2.0,169.99,2.0,149.99,pikachu & zekrom gx premium collection,,,,True,True,16162.0,False,54417.0,46625824178396.0,False,48722895339740.0,448,pikachu-zekrom-gx-premium-collection-c93fe4e5
Plasma Blast Booster Pack [1x Assorted Art],,0.0,79.99,1.0,79.49,plasma blast booster pack [1x assorted art],,,,True,True,16655.0,False,42321.0,46526938939612.0,False,48625178837212.0,449,plasma-blast-booster-pack-1x-assorted-art-c5f78049
