name,total amount (4/1),rc_qty,rc_price,shopify_qty,shopify_price,__key__,shopify value,rc value,notes,touched_rc,touched_shopify,rare_find_id,pending_rc_update,inventory_item_id,variant_id,pending_shopify_update,shopify_inventory_id,__orig_idx__,slug
Dragon Shield Matte Valor Sleeves [100 Count],,0.0,12.99,0.0,13.49,dragon shield matte valor sleeves [100 count],,,,True,True,16081.0,False,53967.0,46611497025756.0,False,48708822892764.0,210,dragon-shield-matte-valor-sleeves-100-count-e4ec727f
Dragon Shield Matte Yellow Sleeves [100 Count],,21.0,10.99,21.0,11.75,dragon shield matte yellow sleeves [100 count],229.8,587.51,,True,True,13411.0,False,44643.0,46410856792284.0,False,48509200105692.0,211,dragon-shield-matte-yellow-sleeves-100-count-701248b3
Dragon Shield Matte Yellow Sleeves [100 Count],,21.0,10.99,20.0,11.49,dragon shield matte yellow sleeves [100 count],229.8,,,True,False,13411.0,False,44643.0,,False,,212,dragon-shield-matte-yellow-sleeves-100-count-701248b3
Dragonite EX Box,4.0,0.0,409.99,1.0,293.99,dragonite ex box,299.98,,,True,True,14257.0,False,44632.0,46410907123932.0,False,48509250601180.0,213,dragonite-ex-box-22a6030c
Dragonite V Box,4.0,0.0,74.99,1.0,73.49,dragonite v box,142.5,,,True,True,14219.0,False,38833.0,46189054263516.0,False,48287342887132.0,214,dragonite-v-box-f99bf535
Dusk Mane Necrozma Box,,0.0,99.99,1.0,104.99,dusk mane necrozma box,,,,True,True,16426.0,False,54996.0,46647285285084.0,False,48744303231196.0,215,dusk-mane-necrozma-box-35dc4b2f
Eevee Evolutions Tin [Flareon V],1.0,0.0,46.99,0.0,46.0,eevee evolutions tin [flareon v],,,,True,True,14085.0,False,39136.0,46489244139740.0,False,48587539185884.0,216,eevee-evolutions-tin-flareon-v-1f51321c
Eevee Evolutions Tin [Jolteon V],1.0,0.0,44.99,1.0,40.25,eevee evolutions tin [jolteon v],,,,True,True,14086.0,False,39156.0,46586368426204.0,False,48683963023580.0,217,eevee-evolutions-tin-jolteon-v-495d8777
Eevee Evolutions Tin [Vaporeon V],1.0,0.0,42.99,0.0,43.0,eevee evolutions tin [vaporeon v],,,,True,True,14117.0,False,44616.0,46489247088860.0,False,48587542167772.0,218,eevee-evolutions-tin-vaporeon-v-82aa3fc8
Elemental Power Tin [Flareon GX],,0.0,89.99,1.0,84.99,elemental power tin [flareon gx],,,,True,True,16414.0,False,44578.0,46647285416156.0,False,48744303362268.0,219,elemental-power-tin-flareon-gx-4e3f0ece
Elemental Power Tin [Vaporeon GX],0.0,0.0,84.99,1.0,81.25,elemental power tin [vaporeon gx],0.0,,,True,True,16622.0,False,44585.0,46412455641308.0,False,48510804492508.0,220,elemental-power-tin-vaporeon-gx-6052b995
Espeon GX Premium Collection,1.0,0.0,204.99,1.0,203.75,espeon gx premium collection,249.99,,,True,True,16623.0,False,44526.0,46427110441180.0,False,48525454672092.0,221,pokemon-sm-espeon-gx-premium-collection-4d4bf082
Evolution Celebration International Tin [Sylveon GX],,1.0,119.99,1.0,109.75,evolution celebration international tin [sylveon gx],,,,True,True,16625.0,False,44573.0,46412449874140.0,False,48510798725340.0,222,pokemon-sm-evolution-celebration-tin-sylveon-gx-3220cb94
Evolution Celebration Tin [Glaceon GX],1.0,1.0,83.99,1.0,82.75,evolution celebration tin [glaceon gx],,,,True,True,14116.0,False,48208.0,46489248825564.0,False,48587543871708.0,223,evolution-celebration-tin-glaceon-gx-c5c095d3
Evolution Celebration Tin [Leafeon GX],1.0,1.0,89.99,1.0,85.25,evolution celebration tin [leafeon gx],84.99,,,True,True,16624.0,False,56008.0,46412461605084.0,False,48510810456284.0,224,evolution-celebration-tin-leafeon-gx-38c8856d
Evolutions Booster Pack,83.0,34.0,41.99,29.0,40.25,evolutions booster pack,927.71,664.8100000000001,,True,True,12361.0,False,39793.0,46189028737244.0,False,48287315853532.0,225,evolutions-booster-pack-1d15f7a2
Evolutions Charizard EX Box,4.0,1.0,239.99,1.0,235.25,evolutions charizard ex box,399.98,,,True,True,14256.0,False,44631.0,46410908008668.0,False,48509251485916.0,226,evolutions-charizard-ex-box-d66e5962
Evolutions Elite Trainer Box [Mega Blastoise],0.0,0.0,374.99,1.0,374.25,evolutions elite trainer box [mega blastoise],0.0,,,True,True,16626.0,False,38884.0,46189064519900.0,False,48287353209052.0,227,evolutions-elite-trainer-box-mega-blastoise-de340f13
Evolutions Elite Trainer Box [Mega Charizard Y],0.0,0.0,379.95,1.0,450.75,evolutions elite trainer box [mega charizard y],0.0,,,True,True,14187.0,False,38852.0,46189048922332.0,False,48287337283804.0,228,evolutions-elite-trainer-box-mega-charizard-y-13567925
Evolutions Sealed Blister + 5 Cards [1x Random Artwork],,0.0,49.99,,,evolutions sealed blister + 5 cards [1x random artwork],,,,True,,16416.0,False,39859.0,,False,,229,evolutions-sealed-blister-5-cards-1x-random-artwork-26164e01
Evolutions Single Pack Blister [Greninja],,0.0,79.99,,,evolutions single pack blister [greninja],,,,True,,14159.0,False,48245.0,,False,,230,pf1743-793235-3871
Evolutions Single Pack Blister [Weezing],11.0,4.0,74.99,3.0,74.25,evolutions single pack blister [weezing],,,,True,True,14184.0,False,48244.0,46489256231132.0,False,48587551277276.0,231,PF1743-793231-6451
Evolving Skies 2-pack Blister (Latios),,0.0,45.99,,,evolving skies 2-pack blister (latios),,,,True,,14311.0,False,48354.0,,False,,232,evolving-skies-2pack-blister-latios-5b9f8f6c
Evolving Skies 2-pack Blister [Celebi],,0.0,39.99,,,evolving skies 2-pack blister [celebi],,,,True,,14310.0,False,48353.0,,False,,233,evolving-skies-2pack-blister-celebi-76a2d98a
Evolving Skies 2-pack Blister [Jirachi],,0.0,45.99,0.0,44.99,evolving skies 2-pack blister [jirachi],,,,True,True,14316.0,False,48359.0,46489258557660.0,False,48587553603804.0,234,evolving-skies-2-pack-blister-jirachi-f2c92910
Evolving Skies 2-pack Blister [Latias],,0.0,269.99,,,evolving skies 2-pack blister [latias],,,,True,,14313.0,False,48356.0,,False,,235,evolving-skies-2-pack-blister-latias-a0d656fc
Evolving Skies 3 Pack Blister [Eiscue],,1.0,159.99,0.0,156.75,evolving skies 3 pack blister [eiscue],,,,True,True,16477.0,False,55046.0,46649987793116.0,False,48746998235356.0,236,evolving-skies-3-pack-blister-eiscue-f62a3b57
Evolving Skies 3 Pack Blister [Umbreon],,1.0,149.99,0.0,147.0,evolving skies 3 pack blister [umbreon],,,,True,True,16463.0,False,39141.0,46650228211932.0,False,48747219583196.0,237,evolving-skies-3-pack-blister-umbreon-eb2377ec
Evolving Skies Booster Box,2.0,0.0,1599.99,0.0,1899.99,evolving skies booster box,0.0,0.0,We sold this,True,True,14581.0,False,42354.0,46426461602012.0,False,48524805832924.0,238,evolving-skies-booster-box-89244472
Evolving Skies Booster Pack,105.0,5.0,27.99,5.0,26.99,evolving skies booster pack,367.84,149.94,,True,True,12076.0,False,38342.0,46281851928796.0,False,48380219326684.0,239,pokemon-evolving-skies-booster-pack-1x-random-art-afc42d62
Evolving Skies Build & Battle Box,,0.0,174.99,1.0,171.49,evolving skies build & battle box,,,,True,True,16627.0,False,56009.0,46649984516316.0,False,48746994958556.0,240,evolving-skies-build-battle-box-f83ef520
Evolving Skies Build & Battle Stadium,,1.0,499.95,1.0,440.99,evolving skies build & battle stadium,,,,True,True,16153.0,False,54425.0,46625827848412.0,False,48722899009756.0,241,evolving-skies-build-battle-stadium-290bec0c
"Evolving Skies Elite Trainer Box [Espeon, Sylveon, Vaporeon, Glaceon]",5.0,0.0,299.99,1.0,318.49,"evolving skies elite trainer box [espeon, sylveon, vaporeon, glaceon]",764.97,509.98,,True,True,12390.0,False,39855.0,46410918527196.0,False,48509262069980.0,242,pokemon-sword-shield-evolving-skies-elite-trainer-box-glaceonvaporeonsylveonespeon-5fb15917
"Evolving Skies Elite Trainer Box [Leafeon, Umbreon, Jolteon, Flareon]",,2.0,329.99,1.0,323.49,"evolving skies elite trainer box [leafeon, umbreon, jolteon, flareon]",,,,True,True,12637.0,False,41071.0,46410917183708.0,False,48509260726492.0,243,evolving-skies-elite-trainer-box-leafeon-umbreon-jolteon-flareon-2ad337c9
"Evolving Skies Pokemon Center Elite Trainer Box [Espeon, Sylveon, Vaporeon, Glaceon]",,2.0,779.99,1.0,778.99,"evolving skies pokemon center elite trainer box [espeon, sylveon, vaporeon, glaceon]",,,,True,True,14582.0,False,45263.0,46489260327132.0,False,48587555373276.0,244,evolving-skies-pokemon-center-elite-trainer-box-espeon-sylveon-vaporeon-glaceon-dc11d46e
"Evolving Skies Pokemon Center Elite Trainer Box [Leafeon, Umbreon, Jolteon, Flareon]",,2.0,839.99,2.0,832.99,"evolving skies pokemon center elite trainer box [leafeon, umbreon, jolteon, flareon]",,,,True,True,14583.0,False,48851.0,46489261441244.0,False,48587556487388.0,245,evolving-skies-pokemon-center-elite-trainer-box-leafeon-umbreon-jolteon-flareon-d3be073b
Evolving Skies Single Pack Blister [Eevee],2.0,1.0,49.99,0.0,47.99,evolving skies single pack blister [eevee],,0.0,,True,True,14183.0,False,48265.0,46489261965532.0,False,48587557011676.0,246,PF1743-793344-3671
Evolving Skies Single Pack Blister [Galarian Slowpoke],3.0,1.0,48.95,1.0,48.99,evolving skies single pack blister [galarian slowpoke],,,,True,True,14084.0,False,44563.0,46489262162140.0,False,48587557208284.0,247,evolving-skies-single-pack-blister-galarian-slowpoke-2a87d255
Evolving Skies Single Pack Blister [MJ Holdings],,0.0,28.99,,,evolving skies single pack blister [mj holdings],,,,True,,14308.0,False,48351.0,,False,,248,evolving-skies-single-pack-blister-mj-holdings-9542c7ce
Fall 2019 Collector's Chest Tin,,0.0,999.99,1.0,899.99,fall 2019 collector's chest tin,,,,True,True,16486.0,False,55036.0,46649983074524.0,False,48746993516764.0,249,fall-2019-collectors-chest-tin-d61d3308
Fall 2024 Collector Chest [Pikachu],,0.0,48.99,1.0,46.99,fall 2024 collector chest [pikachu],,,,True,True,14214.0,False,41531.0,46413615857884.0,False,48511964840156.0,250,fall-2024-collector-chest-pikachu-c7bed81d
Fates Collide Booster Pack,11.0,0.0,26.99,0.0,24.49,fates collide booster pack,,252.89,,True,True,12374.0,False,39832.0,46489262227676.0,False,48587557273820.0,251,fates-collide-booster-pack-2970bd26
Fates Collide Single Pack Blister [Gastly],4.0,1.0,38.99,0.0,44.0,fates collide single pack blister [gastly],,,,True,True,14180.0,False,48268.0,46489262489820.0,False,48587557535964.0,252,PF1743-793357-7911
Fates Collide Single Pack Blister [Pansear],,0.0,34.99,,,fates collide single pack blister [pansear],,,,True,,14179.0,False,48269.0,,False,,253,fates-collide-single-pack-blister-pansear-828167d1
Final Fantasy Collector Booster Box,,0.0,899.99,0.0,1164.25,final fantasy collector booster box,,,,True,True,16432.0,False,54990.0,46647288070364.0,False,48744305983708.0,254,final-fantasy-collector-booster-box-d30a47f7
Final Fantasy Counter Blitz Commander Deck,,0.0,99.99,0.0,87.99,final fantasy counter blitz commander deck,,,,True,True,16431.0,False,54991.0,46647289086172.0,False,48744307032284.0,255,final-fantasy-counter-blitz-commander-deck-cc2c851e
Final Fantasy Limit Break Commander Deck,,0.0,109.99,0.0,109.75,final fantasy limit break commander deck,,,,True,True,16430.0,False,54992.0,46647289020636.0,False,48744306966748.0,256,final-fantasy-limit-break-commander-deck-1dbe63bd
Final Fantasy Play Booster Box,,3.0,199.95,3.0,205.75,final fantasy play booster box,,,,True,True,16434.0,False,54988.0,46647288299740.0,False,48744306245852.0,257,final-fantasy-play-booster-box-04fd14bb
Final Fantasy Revival Trance Commander Deck,,0.0,174.99,0.0,66.49,final fantasy revival trance commander deck,,,,True,True,16427.0,False,54995.0,46647288660188.0,False,48744306606300.0,258,final-fantasy-revival-trance-commander-deck-b363feeb
Final Fantasy Scions & Spellcraft Commander Deck,,0.0,99.99,1.0,89.75,final fantasy scions & spellcraft commander deck,,,,True,True,16433.0,False,54989.0,46647289315548.0,False,48744307261660.0,259,final-fantasy-scions-spellcraft-commander-deck-5e2f203c
First Partner Pack [Alola],3.0,0.0,19.75,0.0,19.25,first partner pack [alola],,,,True,True,14119.0,False,48209.0,46489263341788.0,False,48587558387932.0,260,first-partner-pack-alola-e8880bc2
First Partner Pack [Galar],2.0,0.0,24.99,0.0,25.49,first partner pack [galar],,,,True,True,14124.0,False,48214.0,46489263472860.0,False,48587558519004.0,261,first-partner-pack-galar-eb8ecd2c
First Partner Pack [Hoenn],3.0,0.0,14.95,0.0,15.25,first partner pack [hoenn],,,,True,True,14122.0,False,48212.0,46489263767772.0,False,48587558813916.0,262,first-partner-pack-hoenn-181bcaa1
First Partner Pack [Johto],3.0,0.0,38.99,0.0,37.75,first partner pack [johto],,,,True,True,14121.0,False,48211.0,46489263898844.0,False,48587558944988.0,263,first-partner-pack-johto-9a7189a7
First Partner Pack [Kalos],3.0,0.0,15.99,0.0,15.25,first partner pack [kalos],,,,True,True,14120.0,False,48210.0,46489263997148.0,False,48587559043292.0,264,first-partner-pack-kalos-511d8586
First Partner Pack [Kanto],3.0,0.0,39.99,0.0,39.25,first partner pack [kanto],,,,True,True,14125.0,False,48215.0,46489274089692.0,False,48587569135836.0,265,first-partner-pack-kanto-997bfa86
First Partner Pack [Sinnoh],3.0,0.0,19.99,0.0,18.49,first partner pack [sinnoh],,33.98,,True,True,14074.0,False,47500.0,46489274155228.0,False,48587569201372.0,266,first-partner-pack-sinnoh-6eb0e8c5
First Partner Pack [Unova],2.0,0.0,15.95,0.0,15.25,first partner pack [unova],,,,True,True,14123.0,False,48213.0,46489274220764.0,False,48587569266908.0,267,first-partner-pack-unova-e678ca6d
Flareon VMAX Premium Collection,7.0,2.0,229.99,2.0,205.75,flareon vmax premium collection,569.97,569.97,,True,True,12643.0,False,41053.0,46430037180636.0,False,48528400285916.0,268,flareon-vmax-premium-collection-970a05fe
Forbidden Light Single Pack Blister [Exeggcute],,0.0,29.99,,,forbidden light single pack blister [exeggcute],,,,True,,14167.0,False,48251.0,,False,,269,forbidden-light-single-pack-blister-exeggcute-a5261cc0
Forces of the Imperium Commander Deck,,1.0,189.99,1.0,186.25,forces of the imperium commander deck,278.0,,,True,True,15395.0,False,42432.0,46426465468636.0,False,48524809699548.0,270,forces-of-the-imperium-commander-deck-a30c6fc3
Fossil Unlimited Booster Pack [Lapras],,0.0,219.99,0.0,216.25,fossil unlimited booster pack [lapras],,,,True,True,16077.0,False,53971.0,46611497091292.0,False,48708822958300.0,271,fossil-unlimited-booster-pack-lapras-ce3b3516
Fossil Unlimited Booster Pack [Zapdos],,1.0,349.99,0.0,349.99,fossil unlimited booster pack [zapdos],,,,True,True,15941.0,False,53987.0,46611497156828.0,False,48708823023836.0,272,fossil-unlimited-booster-pack-zapdos-6c67d46a
Fusion Strike 3-Pack Blister [Eevee],,1.0,69.99,1.0,67.99,fusion strike 3-pack blister [eevee],,,,True,True,16629.0,False,56010.0,46650226147548.0,False,48747217518812.0,273,fusion-strike-3-pack-blister-eevee-900b1fbf
Fusion Strike 3-Pack Blister [Espeon],,1.0,64.99,1.0,56.75,fusion strike 3-pack blister [espeon],,,,True,True,16448.0,False,38845.0,46650226082012.0,False,48747217453276.0,274,fusion-strike-3-pack-blister-espeon-cf060e3a
Fusion Strike Booster Box,5.0,1.0,799.99,0.0,741.75,fusion strike booster box,0.0,0.0,,True,True,12751.0,False,42355.0,46411658395868.0,False,48510002069724.0,275,fusion-strike-booster-box-262764e4
Fusion Strike Booster Pack,27.0,10.0,13.95,7.0,12.75,fusion strike booster pack,,188.79,,True,True,12131.0,False,38384.0,46489274286300.0,False,48587569332444.0,276,fusion-strike-booster-pack-96f2c243
Fusion Strike Build & Battle Box,,0.0,64.99,1.0,76.49,fusion strike build & battle box,,,,True,True,16482.0,False,55043.0,46649981993180.0,False,48746992435420.0,277,fusion-strike-build-battle-box-9b858999
Fusion Strike Build & Battle Stadium,,0.0,159.99,1.0,171.25,fusion strike build & battle stadium,,,,True,True,16462.0,False,44545.0,46650228113628.0,False,48747219484892.0,278,fusion-strike-build-battle-stadium-6da48ede
Fusion Strike Elite Trainer Box,,2.0,179.95,1.0,171.49,fusion strike elite trainer box,,,,True,True,14906.0,False,38885.0,46633004630236.0,False,48730065043676.0,279,fusion-strike-elite-trainer-box-dc6ec90f
Fusion Strike Pokémon Center Elite Trainer Box,1.0,2.0,499.99,2.0,470.49,fusion strike pokémon center elite trainer box,0.0,229.99,,True,True,14584.0,False,38374.0,46410919575772.0,False,48509263118556.0,280,fusion-strike-pokmon-center-elite-trainer-box-0bcbd005
Fusion Strike Single Pack Blister [Blitzle],2.0,1.0,19.95,1.0,19.49,fusion strike single pack blister [blitzle],,29.98,,True,True,13362.0,False,44547.0,46489274417372.0,False,48587569463516.0,281,fusion-strike-single-pack-blister-blitzle-c7f08940
Fusion Strike Single Pack Blister [Tepig],2.0,1.0,27.95,1.0,24.49,fusion strike single pack blister [tepig],,29.98,,True,True,13361.0,False,44539.0,46489274515676.0,False,48587569561820.0,282,fusion-strike-single-pack-blister-tepig-97468ccf
Galar Collection [Grookey / Zacian V],1.0,0.0,169.99,1.0,166.49,galar collection [grookey / zacian v],,189.99,,True,True,12227.0,False,38819.0,46586368688348.0,False,48683963252956.0,283,galar-collection-grookey-zacian-v-8f2f6f2e
Galar Power Mini Tins [1x Assorted Art],,0.0,24.99,0.0,21.49,galar power mini tins [1x assorted art],,,,True,True,15396.0,False,51180.0,46526835523804.0,False,48625075323100.0,284,galar-power-mini-tins-1x-assorted-art-079cde50
Galarian Rapidash V Box,,2.0,59.99,2.0,58.75,galarian rapidash v box,,,,True,True,16156.0,False,54422.0,46625824833756.0,False,48722895995100.0,285,galarian-rapidash-v-box-3104b70f
General Mills Booster Pack,3.0,7.0,5.99,2.0,5.75,general mills booster pack,,,pictures?,True,True,15930.0,False,53997.0,46611497222364.0,False,48708823089372.0,286,general-mills-booster-pack-5ff4184f
Glaceon VSTAR Special Collection,1.0,1.0,94.95,0.0,93.0,glaceon vstar special collection,0.0,74.99,,True,True,13903.0,False,42372.0,46431506268380.0,False,48529879859420.0,287,pokemon-swsh-glaceon-vstar-special-collection-15d9628e
Greninja ex Special Illustration Collection,3.0,1.0,79.99,0.0,75.25,greninja ex special illustration collection,,,,True,True,14103.0,False,47543.0,46489274712284.0,False,48587569758428.0,288,greninja-ex-special-illustration-collection-88734efd
Greninja V-UNION Special Collection,,1.0,95.99,2.0,92.99,greninja v-union special collection,,,,True,True,16630.0,False,38835.0,46545184194780.0,False,48643411280092.0,289,greninja-vunion-special-collection-d7fcb1a0
Guardian's Rising Elite Trainer Box,,0.0,299.99,,,guardian's rising elite trainer box,,,,True,,16415.0,False,38870.0,,False,,290,guardians-rising-elite-trainer-box-e36845e1
Guardians Rising 3 Pack Blister [Vikavolt],,0.0,54.99,1.0,58.75,guardians rising 3 pack blister [vikavolt],,,,True,True,16478.0,False,55045.0,46650010042588.0,False,48747020484828.0,291,guardians-rising-3-pack-blister-vikavolt-d3e54b1c
Guardians Rising Booster Pack,17.0,3.0,22.99,3.0,21.49,guardians rising booster pack,,288.83,,True,True,12073.0,False,38345.0,46489274777820.0,False,48587569823964.0,292,guardians-rising-booster-pack-28ea8493
Guardians Rising Legendary Beasts 2-Pack Blister,,0.0,99.99,1.0,99.99,guardians rising legendary beasts 2-pack blister,,,,True,True,14303.0,False,48346.0,46489274843356.0,False,48587569889500.0,293,guardians-rising-legendary-beasts-2-pack-blister-68207d7c
Gyarados ex Premium Collection,7.0,1.0,71.99,2.0,71.49,gyarados ex premium collection,515.9399999999999,57.99,,True,True,12367.0,False,39839.0,46412942901468.0,False,48511291818204.0,294,gyarados-ex-premium-collection-d6264130
"Hail, Caesar Commander Deck",,1.0,52.99,1.0,51.49,"hail, caesar commander deck",99.98,,,True,True,15397.0,False,42437.0,46426465894620.0,False,48524810125532.0,295,hail-caesar-commander-deck-481d29b8
HGSS Undaunted Booster Pack,,0.0,249.99,1.0,250.0,hgss undaunted booster pack,,,,True,True,16631.0,False,51183.0,46526834802908.0,False,48625074602204.0,296,hgss-undaunted-booster-pack-b59a487b
Hidden Fates Booster Pack,7.0,1.0,39.99,1.0,38.25,hidden fates booster pack,0.0,202.93,,True,True,12324.0,False,39167.0,46189016416476.0,False,48287302942940.0,297,hidden-fates-booster-pack-9a708208
Hidden Fates Collection [Charizard GX],,0.0,129.99,,,hidden fates collection [charizard gx],,,,True,,12314.0,False,39140.0,,False,,298,pokemon-hidden-fates-collection-charizard-gx-c1d61970
Hidden Fates Collection [Raichu GX],1.0,0.0,119.99,0.0,137.25,hidden fates collection [raichu gx],,139.99,,True,True,12304.0,False,39151.0,46489274908892.0,False,48587569955036.0,299,hidden-fates-collection-raichu-gx-f6a4e1eb
Hidden Fates Elite Trainer Box,0.0,3.0,435.95,4.0,406.75,hidden fates elite trainer box,0.0,0.0,,True,True,15730.0,False,38853.0,46189065961692.0,False,48287354650844.0,300,hidden-fates-elite-trainer-box-a11f5c5a
Hidden Fates Premium Powers Collection,1.0,0.0,499.99,0.0,986.75,hidden fates premium powers collection,,,,True,True,14107.0,False,47546.0,46489274974428.0,False,48587570020572.0,301,hidden-fates-premium-powers-collection-70fa6d55
Hidden Fates Tin [Charizard GX],12.0,5.0,159.99,5.0,151.99,hidden fates tin [charizard gx],0.0,529.9499999999999,,True,True,12261.0,False,38891.0,46189058064604.0,False,48287346786524.0,302,hidden-fates-tin-charizard-gx-e4765a13
Hidden Fates Tin [Gyarados GX],7.0,3.0,156.99,4.0,156.75,hidden fates tin [gyarados gx],399.96,329.97,,True,True,12263.0,False,38893.0,46430060085468.0,False,48528423190748.0,303,hidden-fates-tin-gyarados-gx-9ad44f32
Hidden Fates Tin [Raichu GX],7.0,1.0,155.99,2.0,149.99,hidden fates tin [raichu gx],0.0,,,True,True,14220.0,False,38892.0,46430059561180.0,False,48528422666460.0,304,hidden-fates-tin-raichu-gx-d420ffe0
Hisuian Zoroark VSTAR Premium Collection,,0.0,49.99,0.0,63.75,hisuian zoroark vstar premium collection,,,,True,True,16599.0,False,55992.0,46663202472156.0,False,48759988519132.0,305,hisuian-zoroark-vstar-premium-collection-b1975484
Hoopa V Box,,0.0,74.99,1.0,71.49,hoopa v box,,,,True,True,16420.0,False,55003.0,46647285645532.0,False,48744303591644.0,306,hoopa-v-box-c499a2a1
Illumineer’s Quest [Deep Trouble],,1.0,42.99,1.0,41.25,illumineer’s quest [deep trouble],89.98,,,True,True,15398.0,False,42418.0,46426464288988.0,False,48524808519900.0,307,illumineers-quest-deep-trouble-1aaf36f2
Into the Inklands Booster Pack,,4.0,5.99,5.0,5.49,into the inklands booster pack,27.450000000000003,,,True,True,15399.0,False,42427.0,46426465698012.0,False,48524809928924.0,308,into-the-inklands-booster-pack-ba4e1f91
Into the Inklands Illumineer’s Trove,,0.0,44.99,1.0,42.75,into the inklands illumineer’s trove,52.99,,,True,True,16634.0,False,42412.0,46426462355676.0,False,48524806586588.0,309,disney-lorcana-into-the-inklands-illumineers-trove-f08c650b
Into the Inklands Sleeved Booster Pack,,8.0,6.49,9.0,6.25,into the inklands sleeved booster pack,55.5,,,True,True,15400.0,False,42421.0,46426465239260.0,False,48524809470172.0,310,into-the-inklands-sleeved-booster-pack-0f3c7d19
Into the Inklands Starter Deck [Amber & Emerald],,0.0,19.99,1.0,9.25,into the inklands starter deck [amber & emerald],,,,True,True,16065.0,False,53983.0,46611497582812.0,False,48708823449820.0,311,into-the-inklands-starter-deck-amber-emerald-523a2037
Into the Inklands Starter Deck [Ruby & Sapphire],,1.0,14.95,1.0,10.25,into the inklands starter deck [ruby & sapphire],,,,True,True,15937.0,False,53990.0,46611497812188.0,False,48708823679196.0,312,into-the-inklands-plenty-of-pluck-starter-deck-3c0e8454
Iono's Bellibolt ex Premium Collection,,17.0,44.49,17.0,42.0,iono's bellibolt ex premium collection,,,,True,True,14585.0,False,48852.0,46489275105500.0,False,48587570151644.0,313,ionos-bellibolt-ex-premium-collection-8cb1f784
Iron Valiant ex Box,,0.0,32.95,0.0,33.99,iron valiant ex box,,,,True,True,14195.0,False,48276.0,46489275400412.0,False,48587570446556.0,314,iron-valiant-ex-box-b150a552
Japanese 151 Booster Box,11.0,0.0,163.99,0.0,161.25,japanese 151 booster box,759.95,,,True,True,14221.0,False,41072.0,46411656134876.0,False,48509999808732.0,315,japanese-151-booster-box-73c99fec
Japanese 151 Card File Collection [Charizard],1.0,0.0,69.99,1.0,68.49,japanese 151 card file collection [charizard],74.99,,,True,True,16635.0,False,41055.0,46431421169884.0,False,48529794695388.0,316,japanese-151-card-file-collection-charizard-04355e6b
Japanese Clay Burst Booster Box,2.0,1.0,83.99,0.0,80.25,japanese clay burst booster box,79.99,,,True,True,14222.0,False,44629.0,46427113324764.0,False,48525457555676.0,317,japanese-clay-burst-booster-box-2e520fc6
Japanese Night Wanderer Booster Box,,0.0,54.99,1.0,53.95,japanese night wanderer booster box,,,,True,True,16637.0,False,42350.0,46526834671836.0,False,48625074471132.0,318,japanese-night-wanderer-booster-box-19b38ef1
Japanese Paradigm Trigger Booster Box,5.0,0.0,95.95,1.0,91.49,japanese paradigm trigger booster box,189.98,,,True,True,14223.0,False,44638.0,46431421235420.0,False,48529794760924.0,319,japanese-paradigm-trigger-booster-box-1d44748f
Japanese Paradise Dragona Booster Box,,17.0,69.95,16.0,70.49,japanese paradise dragona booster box,,,,True,True,15878.0,False,42335.0,46590852235484.0,False,48688410099932.0,320,japanese-paradise-dragona-booster-box-5d79ec2f
Japanese Shiny Treasure ex High Class Booster Box,2.0,0.0,74.99,0.0,72.0,japanese shiny treasure ex high class booster box,67.99,,,True,True,14224.0,False,42302.0,46412563972316.0,False,48510912889052.0,321,japanese-shiny-treasure-ex-high-class-booster-box-7e4227eb
Japanese Transformation Mask Booster Box,2.0,0.0,55.99,0.0,59.75,japanese transformation mask booster box,53.25,,,True,True,14225.0,False,42343.0,46412594807004.0,False,48510943723740.0,322,japanese-transformation-mask-booster-box-e84fd459
Japanese VSTAR Universe Booster Box,9.0,0.0,124.95,0.0,126.49,japanese vstar universe booster box,,1079.91,,True,True,12925.0,False,42332.0,46489275728092.0,False,48587570774236.0,323,japanese-vstar-universe-booster-box-5e147ad8
Japanese Yambuki City Gym Sabrina Deck Box,1.0,0.0,449.95,1.0,459.99,japanese yambuki city gym sabrina deck box,,,,True,True,14126.0,False,48216.0,46489276088540.0,False,48587571134684.0,324,japanese-yambuki-city-gym-sabrina-deck-box-fc1927ea
Jirachi V Box,4.0,1.0,49.99,1.0,48.99,jirachi v box,0.0,,,True,True,14093.0,False,40218.0,46189037256924.0,False,48287325028572.0,325,jirachi-v-box-60d222f2
Jolteon VMAX Premium Collection,6.0,3.0,244.99,3.0,235.25,jolteon vmax premium collection,599.97,459.98,,True,True,12642.0,False,41047.0,46430025613532.0,False,48528388718812.0,326,jolteon-vmax-premium-collection-d0ab3506
Journey Together 3-Pack Blister [1x Assorted Artwork],128.0,35.0,26.99,34.0,26.25,journey together 3-pack blister [1x assorted artwork],1049.5,923.67,,True,True,13950.0,False,47080.0,46445869859036.0,False,48544276971740.0,327,journey-together-3-pack-blister-1x-assorted-artwork-8fe0c66d
Journey Together Booster Bundle,88.0,2.0,46.45,2.0,41.75,journey together booster bundle,2131.5,1597.66,,True,True,13928.0,False,47021.0,46437689098460.0,False,48536077598940.0,328,journey-together-booster-bundle-3da761b9
Journey Together Booster Pack,198.0,100.0,6.43,115.0,6.49,journey together booster pack,324.5,959.1,,True,True,13944.0,False,47074.0,46445873103068.0,False,48544280215772.0,329,journey-together-booster-pack-ebb1620e
